Experiment,Class,Index,Top1,Entropy,SSIM
E3_Strong,2,3,0.9981083869934082,0.01771438866853714,3.5094433748560005e-05
E3_Strong,2,4,0.998084306716919,0.01797392964363098,3.819820684217226e-05
E3_Strong,2,5,0.9974545836448669,0.023150699213147163,8.575162734705523e-05
E3_Strong,2,6,0.9975457787513733,0.02240319922566414,0.00010500112942785307
E3_Strong,2,7,0.9979376792907715,0.019174017012119293,7.447949585000533e-05
E3_Strong,2,8,0.9977555871009827,0.02065172791481018,0.00041529446747948115
E3_Strong,2,9,0.9979091286659241,0.019404489547014236,0.000961632771059402
E3_Strong,3,0,0.9997286200523376,0.0029861941002309322,0.00013076989121183326
E3_Strong,3,1,0.9996721744537354,0.0034915762953460217,0.00020112461330729862
E3_Strong,3,2,0.9997394680976868,0.002789076417684555,0.0001061605493636916
E3_Strong,3,3,0.9997095465660095,0.003129113931208849,0.00011143538233823127
E3_Strong,3,4,0.9997162222862244,0.0030450865160673857,6.931857935308298e-05
E3_Strong,3,5,0.9997109770774841,0.0031354872044175863,0.00014498775641648775
E3_Strong,3,6,0.9996854066848755,0.003376876236870885,0.0001204803008748562
E3_Strong,3,7,0.9997149109840393,0.0030518192797899246,0.00023779861118852246
E3_Strong,3,8,0.9996476173400879,0.0037263433914631605,0.0002823001797525258
E3_Strong,3,9,0.9997057318687439,0.0031220950186252594,0.00010585466576702488
E3_Strong,4,0,0.999347984790802,0.006803513038903475,3.719386140538285e-05
E3_Strong,4,1,0.9993426203727722,0.006870809476822615,4.2644549945961905e-05
E3_Strong,4,2,0.999431312084198,0.00600369181483984,4.5282944168222966e-05
E3_Strong,4,3,0.9993712306022644,0.006569685880094767,4.934298629240034e-05
E3_Strong,4,4,0.9994733929634094,0.005608469247817993,4.0965692035058976e-05
E3_Strong,4,5,0.9994800686836243,0.005522259511053562,5.416432257274104e-05
E3_Strong,4,6,0.9993088245391846,0.007132308557629585,3.8508361039329283e-05
E3_Strong,4,7,0.9993867874145508,0.006432236172258854,4.256473568437452e-05
E3_Strong,4,8,0.9993523955345154,0.006724919658154249,5.567549387217523e-05
E3_Strong,4,9,0.9994469285011292,0.005850423593074083,3.8210146517147314e-05
E3_Strong,5,0,0.9955331087112427,0.037547118961811066,6.166364084007858e-05
E3_Strong,5,1,0.9946545362472534,0.04411127045750618,3.960743341838318e-05
E3_Strong,5,2,0.9950803518295288,0.04119325429201126,6.352336762610554e-05
E3_Strong,5,3,0.9948006868362427,0.04315096139907837,4.012907122483168e-05
E3_Strong,5,4,0.9940093755722046,0.04867804795503616,1.462219582449018e-05
E3_Strong,5,5,0.9950705766677856,0.041222356259822845,2.7083049835916675e-05
E3_Strong,5,6,0.9938691258430481,0.049416132271289825,5.18532754019985e-05
E3_Strong,5,7,0.9942507743835449,0.04713921621441841,5.933124242057436e-05
E3_Strong,5,8,0.9952364563941956,0.039722077548503876,4.481018956825255e-05
E3_Strong,5,9,0.993247389793396,0.05375279486179352,1.3013925367397687e-05
E3_Strong,6,0,0.9870938658714294,0.08490444719791412,9.208879734524841e-05
E3_Strong,6,1,0.9928268194198608,0.056366704404354095,3.104295078177649e-05
E3_Strong,6,2,0.9944461584091187,0.045413509011268616,5.929768469262072e-05
